name,lat,lon,O+,A+,B+,AB+,O-,A-,B-,AB-,expiry_dates
District Hospital Blood Bank,25.905078,93.731607,6,6,3,6,4,4,2,4,"['2025-10-29', '2025-11-19']"
Military Hospital Blood Bank,0.0,0.0,6,5,4,4,6,2,2,3,"['2025-11-03', '2025-11-09']"
Christian Institute of Health Sciences and Research Blood Bank,25.865482,93.771446,5,5,2,6,2,5,1,2,"['2025-10-27', '2025-11-19']"
Naga Hospital Authority Blood Bank,25.669384,94.095902,5,1,6,4,3,2,4,6,"['2025-10-25', '2025-11-12']"
General Hospital Blood Bank,25.596486,94.12323,5,4,4,4,5,3,4,3,"['2025-10-27', '2025-11-21']"
Dr. Imkongliba Memorial District Hospital Blood Bank,26.318678,94.52071,3,2,6,5,3,2,4,6,"['2025-10-25', '2025-11-11']"
District Hospital Blood Bank,26.716467,95.02633,6,1,5,5,1,3,4,5,"['2025-11-03', '2025-11-21']"
District Hospital Blood Bank,25.710067,94.464482,3,5,5,4,1,5,3,5,"['2025-10-29', '2025-11-22']"
District Hospital Blood Bank,26.253444,94.817879,5,4,1,2,1,1,1,3,"['2025-11-01', '2025-11-21']"
District Hospital Blood Bank,26.079008,94.259206,2,4,2,5,2,2,4,2,"['2025-10-30', '2025-11-10']"
District Hospital Blood Bank,26.002962,94.523584,5,6,5,5,4,4,2,1,"['2025-10-26', '2025-11-15']"
"Odisha Red Cross Blood Bank, Angul",20.9211366,84.8567932,4,5,3,5,1,6,5,4,"['2025-10-25', '2025-11-22']"
"Odisha Red Cross Blood Bank, SDH, Athamallik",21.20617844,84.93461609,4,3,5,2,3,6,1,5,"['2025-11-03', '2025-11-22']"
Nalco Hospital Blood Bank,20.850763,85.152407,2,1,5,5,5,6,2,5,"['2025-10-29', '2025-11-09']"
Sub Divisional Hospital Talcher,20.946461,85.240965,4,3,6,6,4,4,3,2,"['2025-10-29', '2025-11-11']"
Neheru Satabdi (N.S) Central Hospital Blood Bank,20.931088,85.173211,1,2,3,5,6,3,1,4,"['2025-11-01', '2025-11-13']"
"Odisha Red Cross Blood Bank, Balangir",20.707443,83.494856,2,5,1,1,1,3,4,1,"['2025-10-25', '2025-11-11']"
"Biju Padhnaik Red Cross Blood Bank, CHC Kantabanji",20.468944,82.914898,4,2,4,4,3,1,1,4,"['2025-11-06', '2025-11-11']"
"Odisha Red Cross Blood Bank, Patnagarh",20.708494,83.129548,2,4,1,2,5,2,1,3,"['2025-10-29', '2025-11-18']"
"Odisha Red Cross Blood Bank, SDH, Titlagarh                    ",20.2894944,83.1516406,6,6,3,6,1,5,3,2,"['2025-10-26', '2025-11-23']"
"Odisha Red Cross Blood Bank, Balasore",21.493347,86.935961,3,4,3,1,4,3,5,1,"['2025-10-26', '2025-11-13']"
Jyoti Hospital Blood Bank,21.471497,86.891335,1,2,6,6,4,4,4,6,"['2025-11-08', '2025-11-23']"
"Odisha Red Cross Blood Bank, Nilagiri",21.463441,86.775551,1,5,4,6,1,6,4,4,"['2025-11-03', '2025-11-23']"
"Odisha Red Cross Blood Bank, Baragarh",21.335042,83.616202,5,3,3,2,5,6,4,4,"['2025-11-06', '2025-11-09']"
"Catholic Mission Hospital Blood Bank, Bargarh",21.331385,83.608727,6,6,5,1,6,3,3,6,"['2025-11-07', '2025-11-11']"
"Odisha Red Cross Blood Bank, SDH, Padampur",20.999564,83.060982,3,4,1,2,1,1,2,2,"['2025-11-08', '2025-11-14']"
"Odisha Red Cross Blood Bank, Bhadrak ",21.065246,86.502463,5,1,6,5,3,6,2,2,"['2025-11-06', '2025-11-13']"
"Odisha Red Cross Blood Bank, Boudh ",20.840309,84.321603,2,3,6,5,4,1,2,2,"['2025-10-31', '2025-11-17']"
"Central Red Cross Blood Bank, Cuttack",20.474804,85.888633,5,1,5,4,5,5,6,4,"['2025-10-29', '2025-11-23']"
Shrirama Chandra Bhanj (SCB) Medical College Blood Bank,20.473658,85.892097,2,3,5,4,2,6,1,3,"['2025-10-26', '2025-11-10']"
"Odisha Red Cross Blood Bank, Deogarh",21.534301,84.729719,3,1,5,2,1,1,4,1,"['2025-11-02', '2025-11-21']"
"Odisha Red Cross Blood Bank, Dhenkanal",20.663314,85.597065,3,2,2,5,3,4,2,4,"['2025-10-28', '2025-11-13']"
"Odisha Red Cross Blood, Paralakhemundi",18.771476,84.096865,3,2,1,6,1,1,3,5,"['2025-10-26', '2025-11-19']"
Maharaja Krishna Chandra Gajapati Medical College Blood bank,19.312434,84.810241,2,6,1,6,5,5,1,2,"['2025-11-06', '2025-11-15']"
"Odisha Red Cross Blood Bank, SDH, Bhanjanagar",19.93655984,84.57996368,2,1,2,5,5,3,3,3,"['2025-10-26', '2025-11-12']"
"Odisha Red Cross Blood Bank, Jagatsinghpur",20.251662,86.179783,6,2,2,6,6,1,2,3,"['2025-11-03', '2025-11-10']"
"Odisha Red Cross Blood Bank, Jajpur",20.849463,86.328963,2,3,5,3,3,1,6,5,"['2025-11-08', '2025-11-14']"
"Odisha Red Cross Blood Bank, CHC Jajpur road",20.948487,20.948487,5,6,2,4,6,1,1,1,"['2025-11-07', '2025-11-13']"
"Odisha Red Cross Blood Bank, Jharsuguda",21.853817,84.017235,3,2,6,4,3,6,4,6,"['2025-10-27', '2025-11-15']"
"TRL Hospital, Belpahada",21.8138695,83.8530636,6,1,1,4,5,6,3,5,"['2025-11-02', '2025-11-11']"
"Central Hospital (MCL), Brajaraj Nagar",21.8479363,83.9174688,1,1,6,4,1,1,5,3,"['2025-10-26', '2025-11-16']"
District Head Quarters Hospital Blood Bank Bhawanipatna,19.901936,83.159977,6,4,2,3,5,1,6,4,"['2025-11-06', '2025-11-18']"
"Odisha Red Cross Blood Bank, SDH, Dharmagarh",19.869351,82.781124,4,4,2,6,2,2,3,6,"['2025-11-02', '2025-11-20']"
Sardar Rajas Medical College Hospital Blood Bank,19.890621,83.014694,6,5,6,1,1,2,1,2,"['2025-10-29', '2025-11-13']"
"Odisha Red Cross Blood Bank, SDH, Baliguda",20.200309,83.909889,4,2,1,2,4,2,5,6,"['2025-11-01', '2025-11-11']"
"Odisha Red Cross Blood Bank, Kandhamal",20.485796,84.224718,6,3,4,5,5,6,3,2,"['2025-10-25', '2025-11-21']"
District Head Quarters Hospital Blood Bank Kendrapara,20.502151,86.425929,1,1,5,5,3,1,2,1,"['2025-11-04', '2025-11-09']"
"Odisha Red Cross Blood Bank, SDH, Anandapur",21.628282,85.596419,3,5,2,4,5,4,4,4,"['2025-11-01', '2025-11-17']"
"Odisha Red Cross Blood Bank, SDH, Champua",21.6293658,85.5978164,6,6,3,6,6,6,1,5,"['2025-11-01', '2025-11-13']"
"Tisco Hospital Blood Bank, Kendujhar",22.018667,85.418371,5,2,4,5,2,5,1,4,"['2025-11-05', '2025-11-18']"
" Odisha Red Cross Blood Bank, Kendujhar",21.628282,85.596419,5,5,2,4,2,6,6,1,"['2025-11-04', '2025-11-23']"
Central Hospital Blood Bank Joda,22.036011,85.434191,4,3,5,2,4,3,3,1,"['2025-10-25', '2025-11-17']"
"Odisha Red Cross Blood Bank, Capital Hospital ",20.260999,85.82211,3,3,1,5,4,4,3,1,"['2025-11-04', '2025-11-19']"
"Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital",20.230822,85.841899,3,5,5,5,4,3,6,6,"['2025-10-31', '2025-11-16']"
Kalinga Hospital Limited Blood Bank,20.313722,85.818325,1,1,4,6,5,1,5,5,"['2025-11-07', '2025-11-15']"
"Apollo Hospital Blood Bank, Bhubaneswar",20.305593,85.831789,4,3,1,1,6,2,4,5,"['2025-11-06', '2025-11-14']"
Hi-Tech Medical College & Hospital Blood Bank,20.300484,85.877272,2,3,1,2,6,2,1,5,"['2025-10-31', '2025-11-09']"
Sum Hospital Blood Bank,20.283391,85.769625,5,2,5,3,1,1,3,3,"['2025-10-26', '2025-11-10']"
Kalinga Institute of Medical Sciences (KIMS) Blood Bank,20.353379,85.814853,6,4,5,3,4,5,3,6,"['2025-10-27', '2025-11-15']"
AMRI Hospital Blood Bank,20.260166,85.777769,1,6,3,4,6,2,4,6,"['2025-11-02', '2025-11-12']"
"Odisha Red Cross Blood Bank, Khurda",20.0553881,84.9466673,6,2,2,2,1,4,2,1,"['2025-10-31', '2025-11-09']"
NALCO Hospital Blood Bank,18.760347,82.9011261,1,1,6,4,5,1,4,2,"['2025-11-04', '2025-11-19']"
"Red Cross Blood Bank, SDH, Koraputk",18.863146,82.572509,2,3,4,4,2,5,4,2,"['2025-10-26', '2025-11-17']"
"Odisha Red Cross Blood Bank, Koraput",18.805606,82.705017,2,4,3,2,6,2,1,6,"['2025-10-30', '2025-11-20']"
Asha Kiran Society Blood Bank,18.599153,82.601739,4,1,3,1,4,5,5,6,"['2025-11-05', '2025-11-20']"
HAL Hospital Blood Bank,18.729641,82.8215279,6,3,6,1,2,3,3,3,"['2025-10-25', '2025-11-19']"
"Odisha Red Cross Blood Bank, Malkangiri",18.581971,82.075923,1,2,1,4,3,5,6,6,"['2025-11-03', '2025-11-23']"
"Odisha Red Cross Blood Bank, Baripada",21.931231,86.727842,6,6,1,2,4,1,6,2,"['2025-11-01', '2025-11-10']"
"Odisha red Cross Blood Bank, Karanjia, Mayurbhanj",21.764292,85.973327,6,1,4,4,6,4,3,6,"['2025-11-06', '2025-11-14']"
"Odisha Red Cross Blood Bank, SDH, Rairangpur",22.2692759,86.1564211,5,2,6,6,6,2,6,6,"['2025-11-07', '2025-11-10']"
"Odisha Red Cross Blood Bank, SDH, Udala",21.576557,86.565098,3,6,6,6,1,6,5,6,"['2025-11-04', '2025-11-11']"
"Odisha Red Cross Blood Bank, Nabarangpur",19.22886,82.56679,5,1,3,2,6,4,2,6,"['2025-10-25', '2025-11-21']"
Christian Hospital Blood Bank Nabarangpur,19.2392509,82.547666,6,6,2,2,1,5,2,5,"['2025-11-04', '2025-11-14']"
"Odisha Red Cross Blood Bank, Nayagarh ",20.128058,85.107413,1,1,3,6,4,5,2,3,"['2025-10-29', '2025-11-20']"
Evangelical Hospital Blood Bank,20.3088467,82.7417943,6,2,6,5,1,6,5,3,"['2025-10-25', '2025-11-17']"
"Odisha Red Cross Blood Bank, Nuapada",20.808848,82.534107,5,6,6,2,1,1,6,6,"['2025-11-08', '2025-11-13']"
Aharya Harihar Red Cross Blood Bank,19.814381,85.829648,3,5,4,4,3,3,1,4,"['2025-11-07', '2025-11-23']"
Christian Hospital Blood Bank,19.516658,83.506689,6,3,1,2,1,4,3,1,"['2025-10-31', '2025-11-12']"
"Odisha Red Cross Blood bank, SDH, Gunupur",19.071552,83.809261,6,5,1,2,6,2,1,1,"['2025-11-03', '2025-11-09']"
District Head Quarters Hospital Blood Bank Rayagada,0.0,0.0,2,6,5,3,3,6,2,1,"['2025-10-26', '2025-11-10']"
Jesus Mary Hospital Blood Bank,21.497281,83.969962,2,4,2,1,4,6,6,1,"['2025-11-05', '2025-11-21']"
"Odisha Red Cross Blood Bank, SDH, Kuchinda ",21.745975,84.350757,2,6,3,3,4,3,1,2,"['2025-10-31', '2025-11-10']"
Odisha Red Cross Blood Bank Sambalpur,21.473765,83.974011,6,1,2,5,4,1,6,6,"['2025-10-27', '2025-11-15']"
"Odisha Red Cross Blood Bank, SDH, Rairakhol",0.0,0.0,5,5,6,5,3,6,5,6,"['2025-10-25', '2025-11-14']"
VSS Medical College and Hospital Blood Bank,21.501094,83.884655,4,4,2,1,4,4,6,4,"['2025-11-03', '2025-11-11']"
"Odisha Red Cross Blood Bank, Subarnapur",20.843647,83.907,2,4,2,5,1,4,5,6,"['2025-10-30', '2025-11-14']"
"Odisha Red Cross Blood Bank, Rourkela",22.264089,84.865108,6,4,3,6,3,2,4,5,"['2025-11-08', '2025-11-18']"
"Immuno-Haematology & Blood Transfusion Centre, Rourkela",22.2640892,84.8651084,4,4,4,6,6,5,3,2,"['2025-11-06', '2025-11-18']"
Vesaj Patel Hospital and Research Center Blood Bank,22.2265275,84.821447,2,1,4,6,2,5,3,3,"['2025-10-30', '2025-11-18']"
Community Welfare Society Hospital Blood Bank,22.255332,84.900917,1,5,1,2,5,1,4,5,"['2025-11-06', '2025-11-21']"
Hi-Tech Medical college & Hospital Blood Bank,22.223584,84.8296273,3,1,3,2,3,5,6,2,"['2025-10-28', '2025-11-13']"
"Odisha Red Cross Blood Bank, SDH, Bonai ",21.819928,84.956534,6,3,2,5,2,5,1,2,"['2025-11-01', '2025-11-20']"
"Odisha Red Cross Blood Bank, Sundergarh",22.118256,84.036159,1,5,6,1,6,1,1,2,"['2025-11-06', '2025-11-13']"
Karaikal Government General Hospital Blood Bank,10.917635,79.836804,1,6,4,5,2,5,3,2,"['2025-10-30', '2025-11-13']"
Sri Venkateshwara Medical College Hospital and Research Centre,11.903661,79.701071,1,4,1,4,5,3,4,6,"['2025-10-26', '2025-11-12']"
Pondicherry Private Hospital Association (PPHA) Blood Bank,0.0,0.0,4,2,1,2,1,5,2,4,"['2025-10-31', '2025-11-22']"
Pondicherry Institute of Medical Sciences Blood Bank,12.046974,79.854738,4,6,4,6,2,5,5,4,"['2025-11-05', '2025-11-17']"
Sri Manakula Vinayagar Medical College Hospital Blood Bank,11.921612,79.62821,3,3,5,5,1,1,4,4,"['2025-10-28', '2025-11-20']"
Vinayaka Missions Medical College and Hospital Blood Bank,10.955396,79.847776,3,6,5,6,4,1,1,6,"['2025-11-08', '2025-11-20']"
Mahe Government General Hospital Blood Bank,0.0,0.0,5,6,6,1,2,6,1,5,"['2025-11-08', '2025-11-22']"
Mahatma Gandhi Medical College and Research Institute,11.811867,79.778314,1,5,6,1,5,3,6,4,"['2025-10-31', '2025-11-09']"
Aarupadai Veedu Medical College Blood Bank,11.831098,79.783102,6,6,1,5,6,5,1,4,"['2025-10-27', '2025-11-11']"
Indhira Gandhi Goverment General Hospital Blood Bank ,11.931847,79.83303,1,6,5,4,1,3,6,6,"['2025-10-27', '2025-11-22']"
Jawahar Institute of Post Graduate Medical Education & Research (JIPMER) Hospital Blood Bank,11.954602,79.797995,5,2,3,1,2,5,6,5,"['2025-10-27', '2025-11-16']"
St. Joseph&#39;s Hospital (Cluny)  Blood Bank,11.930442,79.834177,6,3,6,3,2,6,3,3,"['2025-10-30', '2025-11-15']"
Sri Lakshminarayana Institute of Medical Sciences Blood Bank,11.938014,79.737529,4,1,6,2,3,4,4,6,"['2025-11-03', '2025-11-12']"
INDIRA GANDHI MEDICAL COLLEGE & RESEARCH INSTITUTE ( BLOOD BANK),11.939856,79.79624,4,2,3,3,4,1,1,3,"['2025-11-03', '2025-11-18']"
East Coast Hospitals Blood Bank,11.930089,79.77957,5,3,3,1,6,1,4,5,"['2025-11-05', '2025-11-15']"
Rajiv Gandhi Government Women and Child Hospital Blood Bank,11.93782,79.806917,1,3,6,4,3,1,6,1,"['2025-11-05', '2025-11-11']"
A.G. Padmavathi Hospital Blood Bank,11.92318,79.777662,5,6,3,5,1,4,4,4,"['2025-11-08', '2025-11-22']"
Yanam Old Age Home Blood Bank,16.729453,82.216893,6,3,2,5,4,2,4,2,"['2025-10-27', '2025-11-11']"
Ajnala Civil Hospital Blood bank,31.8091472,74.26834,2,4,4,2,6,1,2,3,"['2025-10-30', '2025-11-13']"
Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank,31.635855,74.966905,5,3,4,5,4,5,3,4,"['2025-11-05', '2025-11-21']"
Green Avenue Blood Bank,31.637056,74.856332,6,2,2,2,4,1,4,1,"['2025-10-28', '2025-11-18']"
Anil Blood Bank,31.643995,74.86651,6,6,6,5,2,4,6,2,"['2025-11-08', '2025-11-23']"
Amandeep Blood Bank,31.634549,74.859014,6,6,6,4,5,3,6,4,"['2025-10-27', '2025-11-18']"
Guru Nanak Dev Hospital Blood bank,31.649955,74.883616,6,3,3,5,3,5,3,2,"['2025-10-31', '2025-11-17']"
Adhlakha Medical Center Blood Bank,31.651164,74.874725,6,6,2,5,5,5,4,1,"['2025-10-25', '2025-11-16']"
Fortis Hospital Limited Blood Bank,31.664656,74.918134,4,5,2,5,4,5,3,5,"['2025-10-26', '2025-11-11']"
Shri Guru Ram Das Charitable Hospital Blood Bank,31.615001,74.882255,4,1,4,4,6,1,3,5,"['2025-10-28', '2025-11-23']"
Guru Tej Rasila Charitable Hospital,31.640206,75.180095,3,6,1,1,5,6,3,1,"['2025-10-29', '2025-11-13']"
Jallianwala Bagh Martyr&#39;s Memorial (JBMM) Civil Hospital Blood Bank,31.633401,74.878894,6,5,4,5,5,1,5,1,"['2025-11-02', '2025-11-13']"
Maharaj Sawan Singh Charitable Hospital Blood Bank,31.51633,75.288007,6,5,4,3,2,4,5,6,"['2025-11-03', '2025-11-09']"
Barnala Civil Hospital Blood Bank ,30.375616,75.544877,5,6,2,1,5,4,4,5,"['2025-11-06', '2025-11-11']"
Military Blood Bank Bathinda,30.216442,74.986339,3,3,2,1,5,1,1,6,"['2025-11-06', '2025-11-13']"
Bhathinda Civil Hospital Blood Bank ,30.19344,74.947545,3,2,3,4,2,3,2,2,"['2025-11-06', '2025-11-17']"
Max Super Speciality Hospital Blood Bank,30.192388,74.946979,1,6,5,6,3,3,1,3,"['2025-10-27', '2025-11-09']"
Adesh Institute of Medical Sciences and Research Blood Bank,30.222218,75.058662,3,3,6,3,5,1,6,1,"['2025-11-01', '2025-11-23']"
Gupta Hospital Blood Bank,30.207465,74.950084,1,2,3,1,6,3,1,3,"['2025-11-04', '2025-11-09']"
Rampura Phul Civil Hospital Blood Bank ,30.274566,75.235609,3,1,1,1,2,2,3,6,"['2025-11-06', '2025-11-16']"
Guru Gobind Singh Medical College Blood Bank Hospital Blood Bank,30.681255,74.747606,5,1,1,3,6,6,5,6,"['2025-10-29', '2025-11-10']"
Kotkapura Civil Hospital Blood Bank,30.584713,74.820153,4,3,2,6,1,1,1,4,"['2025-10-25', '2025-11-22']"
Fatehgarh Sahib Civil Hospital Blood Bank,30.646899,76.390134,3,2,6,2,5,6,6,6,"['2025-10-27', '2025-11-17']"
 Abohar Civil Hospital Blood Bank,30.141667,74.198522,3,5,2,1,6,2,5,4,"['2025-10-26', '2025-11-15']"
Fazilka Civil Hospital Blood Bank,30.40713,74.024688,5,2,3,1,4,4,2,6,"['2025-11-01', '2025-11-22']"
Dr. Anil Bhaghi Memorial Hospital Blood Bank,30.9493,74.619453,2,2,4,5,1,6,1,2,"['2025-11-04', '2025-11-22']"
Military Hospital,0.0,0.0,3,1,1,6,6,4,2,4,"['2025-10-31', '2025-11-16']"
Ferozpur Civil Hospital Blood Bank ,30.952504,74.607649,2,4,3,1,3,3,2,1,"['2025-10-29', '2025-11-23']"
Batala Civil Hospital Blood Bank ,31.808527,75.215451,5,5,1,2,3,5,2,6,"['2025-10-25', '2025-11-12']"
Gurdaspur Civil Hospital Blood Bank,32.040838,75.403333,4,3,2,5,1,2,5,6,"['2025-10-28', '2025-11-11']"
Military Hospital Blood Bank,32.249222,75.647473,1,6,2,2,1,4,5,4,"['2025-10-25', '2025-11-15']"
Dasuya Civil Hospital Blood Bank,31.807263,75.665537,1,5,4,5,3,1,6,3,"['2025-11-04', '2025-11-14']"
Garhshankar Civil Hospital Blood Bank,31.213261,76.151158,2,6,4,4,5,4,6,2,"['2025-10-30', '2025-11-17']"
Shivam Hospital Blood Bank,31.520779,75.900469,6,6,4,1,3,4,1,2,"['2025-11-02', '2025-11-19']"
Hoshiarpur Civil Hospital Blood Bank ,31.530807,75.899503,4,1,5,5,4,4,1,6,"['2025-11-02', '2025-11-19']"
Bhai Ghanaiya Ji Charitable Blood Bank and Hospital,31.535364,75.901668,2,2,3,2,6,1,5,2,"['2025-10-29', '2025-11-21']"
Indian Medical Association Blood Bank Hoshiarpur,31.530798,75.90642,5,5,3,4,6,4,6,1,"['2025-10-26', '2025-11-14']"
Sant Baba Rangi Ram Ji Charitable Hospital Blood Bank ,31.675185,75.657103,6,4,1,5,2,4,5,1,"['2025-11-02', '2025-11-20']"
Mukerian Civil Hospital Blood Bank,31.950081,75.613623,6,4,3,3,5,5,4,2,"['2025-11-03', '2025-11-11']"
Baba Budha Sabib Cardiac Centre (BBC) Heart Care & Pruthi Hospital Blood Bank,31.317437,75.57421,1,5,5,3,1,3,3,6,"['2025-10-29', '2025-11-21']"
Jalandhar Civil Hospital,31.330707,75.565197,5,2,4,6,6,1,4,5,"['2025-11-03', '2025-11-15']"
Dr. Kanwaljit Singh Grover (KSG) Memorial Blood Bank ,31.3150872,75.5732243,5,1,1,5,2,4,4,6,"['2025-10-25', '2025-11-21']"
Military Hospital ,31.2842844,75.6295921,3,3,6,4,6,6,4,4,"['2025-11-03', '2025-11-22']"
Kidney Hospital and LifeLine Medical Institutions Blood bank,31.304465,75.587635,2,1,5,3,3,1,3,1,"['2025-10-28', '2025-11-10']"
Tagore Hospital & Heart Care Center Blood Bank,31.337046,75.563262,3,5,1,6,2,6,3,3,"['2025-11-03', '2025-11-13']"
Ohri Hospital Blood Bank,31.324038,75.567511,6,2,3,5,4,5,5,3,"['2025-11-02', '2025-11-13']"
Sacred Heart Hospital Blood Bank ,31.363857,75.550527,5,3,1,4,1,4,4,1,"['2025-11-06', '2025-11-22']"
SGL Charitable Hospital Blood Bank,31.301186,75.597155,2,1,4,1,4,5,2,4,"['2025-11-03', '2025-11-20']"
Patel Hospital Private Limited Blood Bank,31.323729,75.578156,5,3,5,5,5,5,3,3,"['2025-11-02', '2025-11-10']"
Ghai Hospital Blood Bank ,31.307531,75.567277,6,6,5,5,4,1,3,3,"['2025-10-27', '2025-11-19']"
Shree Devi Talab Mandir Charitable Hospital Blood Bank,31.342787,75.581737,4,6,1,3,5,4,4,1,"['2025-11-08', '2025-11-21']"
Joshi Hospital and Trauma Centre Blood Bank,31.334225,75.563308,4,5,2,1,4,1,1,1,"['2025-10-26', '2025-11-12']"
Punjab Institute of Medical Sciences (PIMS) Blood Bank,31.306683,75.595821,1,5,4,3,4,4,3,6,"['2025-11-02', '2025-11-11']"
Capitol Hospital Blood Bank,31.364442,75.597437,4,4,3,3,1,1,6,4,"['2025-11-07', '2025-11-20']"
Johal Multispeciality Hospital Blood Bank,31.321636,75.632472,6,6,1,6,6,5,6,6,"['2025-10-27', '2025-11-09']"
Nakodar Civil Hospital Blood Bank ,31.128006,75.47587,1,5,6,3,2,1,6,1,"['2025-11-05', '2025-11-16']"
Phillaur Civil Hospital Blood Bank ,31.021583,75.790012,3,2,1,4,3,4,3,6,"['2025-11-06', '2025-11-20']"
Kapurthala Civil Hospital Blood Bank ,31.37571,75.381995,4,3,2,2,2,5,1,6,"['2025-11-02', '2025-11-13']"
Phagwara Civil Hospital Blood bank,31.226118,75.76766,1,5,3,3,4,1,1,2,"['2025-11-07', '2025-11-09']"
Kapurthala Blood Donor Council Blood bank,31.219092,75.77041,1,1,5,2,3,3,4,6,"['2025-11-03', '2025-11-15']"
Khanna Civil Hospital Blood Bank ,30.703465,76.222834,1,4,5,5,1,1,1,4,"['2025-10-25', '2025-11-22']"
Shri Guru Teg Bahadur Charitable Hospital,31.302247,75.572492,4,3,1,4,4,6,2,1,"['2025-11-02', '2025-11-19']"
SNS Pahawa Charitable Hospital Blood Bank,30.885426,75.862185,5,2,4,1,6,5,5,3,"['2025-10-31', '2025-11-20']"
Red Cross Regional Blood Bank,30.907375,75.841051,5,5,3,6,6,4,5,6,"['2025-11-01', '2025-11-18']"
Dayanand Medical College & Hospital Blood Bank,30.916089,75.835767,5,6,6,3,2,5,5,6,"['2025-11-04', '2025-11-22']"
Christian Medical College and Brown Memorial Hospital Blood Bank,30.91067,75.863458,3,2,5,3,6,2,5,4,"['2025-10-25', '2025-11-09']"
Mohan Dai Oswal Cancer Treatment & Research Foundation Blood Bank,30.890496,75.884942,5,1,1,1,6,4,3,5,"['2025-11-06', '2025-11-17']"
Ludhiana Civil Hospital Blood Bank ,30.906634,75.859678,4,1,4,2,3,4,1,2,"['2025-10-30', '2025-11-20']"
Dr. B.L. Kapoor Memorial Hospital Blood Bank,30.920492,75.849864,3,3,2,4,6,1,5,2,"['2025-10-31', '2025-11-20']"
Deepak Memorial Hospital Blood Bank,30.892357,75.811069,6,3,5,5,4,1,1,3,"['2025-10-25', '2025-11-23']"
Shri Krishna Charitable Hospital Blood Bank,30.888281,75.845858,4,1,4,1,1,5,4,3,"['2025-10-28', '2025-11-18']"
Fortis Hospital Blood Bank ,30.889292,75.935144,4,3,1,4,1,2,1,2,"['2025-11-04', '2025-11-23']"
Satguru Pratap Singh Hospital (SPS) Blood Bank,30.883346,75.887705,6,5,2,5,3,5,4,5,"['2025-11-05', '2025-11-10']"
Deep Nursing Home and Children Hospital Blood Bank,30.88946,75.837507,3,3,4,6,2,4,4,3,"['2025-10-25', '2025-11-21']"
Shree Ragunath Hospital Blood Bank,30.888778,75.795876,4,5,6,6,1,2,3,4,"['2025-10-25', '2025-11-18']"
Civil Hospital Samrala,0.0,0.0,2,5,4,3,3,6,1,1,"['2025-11-02', '2025-11-23']"
Mansa Civil Hospital Blood Bank ,29.985368,75.40316,6,4,5,5,1,4,6,5,"['2025-11-02', '2025-11-15']"
Moga Civil Hospital Blood Bank ,30.811673,75.169349,1,2,3,6,1,1,4,6,"['2025-11-05', '2025-11-21']"
Banga Civil Hospital Blood Bank ,31.184344,75.995988,6,2,4,3,2,5,3,2,"['2025-10-31', '2025-11-13']"
Guru Nanak Mission Hospital Blood Bank,31.193742,75.948973,5,1,1,1,2,5,3,5,"['2025-10-25', '2025-11-19']"
"Blood Donors Council, Blood Bank ",31.118537,76.116853,1,1,4,2,3,3,2,1,"['2025-11-02', '2025-11-17']"
Pathankot Civil Hospital Blood Bank ,32.2824637,75.6529524,5,4,6,6,6,6,4,4,"['2025-10-28', '2025-11-15']"
Chintpurni Medical College and Hospital Blood Bank,32.306064,75.757861,4,5,4,2,5,2,4,3,"['2025-10-26', '2025-11-19']"
Nabha Civil Hospital Blood Bank,30.370999,76.146125,2,4,2,6,1,2,2,3,"['2025-11-06', '2025-11-11']"
Government Medical College and Rajindra Hospital Blood Bank,30.327696,76.386153,6,4,6,4,6,6,1,5,"['2025-11-02', '2025-11-10']"
Military Hospital Blood Bank,30.326207,76.382177,1,3,5,4,3,1,3,2,"['2025-10-29', '2025-11-23']"
Life Line Blood Centre,30.343682,76.399514,3,4,2,6,6,3,3,3,"['2025-11-05', '2025-11-22']"
Gian Sagar Medical College and Hospital Blood Bank,30.528959,76.671462,5,3,2,3,6,6,6,3,"['2025-11-08', '2025-11-09']"
Rajpura Civil Hospital Blood Bank,30.478441,76.584065,3,6,1,4,3,2,4,3,"['2025-10-30', '2025-11-11']"
Ananadpur Sahib Civil Hospital Blood Bank,31.238973,76.494595,1,2,4,2,4,1,5,4,"['2025-10-28', '2025-11-15']"
BBMB Hospital Blood Bank,31.382789,76.364112,2,5,4,3,6,5,3,2,"['2025-10-29', '2025-11-12']"
Rupnagar Civil Hospital Blood Bank ,30.966052,76.52516,6,6,5,4,2,2,3,6,"['2025-10-28', '2025-11-14']"
Kharar Civil Hospital Blood Bank,30.752837,76.632796,5,1,2,5,6,6,5,2,"['2025-10-30', '2025-11-16']"
Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank,30.69336,76.698763,6,5,2,6,6,3,2,6,"['2025-10-28', '2025-11-22']"
"Fortis Hospital Mohali, Blood Bank",30.694086,76.730141,2,1,5,3,3,6,4,4,"['2025-11-08', '2025-11-23']"
Silver Oaks Hospital Blood Bank,30.692232,76.733098,2,3,4,6,4,6,1,6,"['2025-11-03', '2025-11-15']"
Grecian Super Speciality Hospital Blood Bank,30.691127,76.723553,6,2,1,1,2,5,5,1,"['2025-11-07', '2025-11-22']"
Ivy Health and Life Sciences Private Limited,30.706958,76.708016,3,6,4,3,2,3,2,5,"['2025-11-05', '2025-11-16']"
